position,direction,experience,salary,location,skills,company,RU,ENG,text,date
React Frontend Developer,Frontend,1-3 years,from 800 to 800 USD,Tashkent city,"JavaScript, React.js, Next.js, REST",Aka Taxi,False,False,"#frontend #react #middle
Middle frontend разработчик

Компания: Aka Taxi
Местоположение: Ташкент 
Оплата: $800+

Требования:
- Опыт в написании unit тестов;
- Отличное знание JavaScript, React.js, Next.js;
- Опыт работы и наличие портфолио в GIT;
- Опыт работы использования REST API; 
- Опыт работы на реальных проектах не менее 2 лет;
- График рабочего дня с 9.00 до 18.00;

Resume можно направить 


👉 Подписаться на канал @UzDev_Jobs",2024-04-23 09:03:03+00:00
React/Next.js Developer,Frontend,1-3 years,not specified,not specified,"React, Next.js, Redux, Git, Material UI, Ant Design",ilmify Inc.,False,False,"#frontend #react #nextjs
lmify Inc. Startupiga Mid Level React/Next.js Dasturchi Qidirmoqdamiz!

Bizning ilmify inc. startupimizga zamonaviy va foydalanuvchi uchun qulay veb ilovalar yaratadigan, yosh va teran fikrlovchi React/Next.js dasturchisi kerak! Agar sizning yaratgan veb ilovalaringiz tezkor, samarali va mijozlarning talablariga mos bo‘lsa, bu lavozim aynan siz uchun!

Sizdan nima kutamiz:

JS, TS, React.js, Next.js va Redux bilan kamida 2 yillik tajriba (GitHub profilingizni yoki loyihalaringizni ko‘rishni kutamiz!).
Veb dasturlardagi SSR, CSR, SSG yondashuvlarini yaxshi tushinish.
RESTful API’lar bilan ishlash tajribasi.
Frontend optimizatsiya qilish va tizimning yuklanishini kamaytirish ko‘nikmasi.
Git yoki boshqa versiyalarni boshqarish tizimlari bilan ishlash ko‘nikmasi.
UI kutubxonalari (Material UI, Ant Design va boshqalar) bilan ishlash tajribasi.
Veb saytlar va murakkab veb dasturlar interfeysini responsive qilib yaratish.
G'oyalarni tezkor amalga oshirish va muammolarni samarali hal qilish ko‘nikmalari.

Nima taklif qilamiz:

Yillik o’sish va rivojlanish imkoniyatlari bilan oylik 600$ gacha maosh.
Ilmify inc. ofisida ijodiy va zamonaviy ish muhiti.
Yosh, g’ayratli va qo’llab-quvvatlovchi jamoa.
Kelajakni birga yaratish uchun imkoniyat!

Qanday ariza berish mumkin? 

Telegramda @ilmifyinc ga yozing yoki careers@ilmify.uz elektron manziliga o‘zingiz haqingizda qisqacha ma’lumot va GitHub profilingizni yuboring.



👉 Подписаться на канал @UzDev_Jobs",2024-09-24 08:02:17+00:00
React.js Frontend Developer,Frontend,1-3 years,from 1000 to 1000 USD,not specified,not specified,Githubit,False,False,"#frontend #reactjs
В Аутсорсинг фирмы Githubit, нужен Senior/middle frontend разработчик  на долгосрочный проект

Требования:
- Опыт работы не менее 2 лет  (Reactjs)
- Продолжение  проекта для зарубежного рынка.
Офис. Полная занятость 
График работы:
5 дней/неделю с 10:00 - 19:00 (40 часов в неделю) 
Заработная плата: от 1000$ + 

Студентов не рассматриваем!
Стажировки НЕТ!

Контакты:  @Githubit_manager 
Местоположение : 2 минуты от метро Мирзо Улугбек
Резюме отправлять в ТГ @Githubit_manager вместе с портфолио! Без портфолио резюме не рассматриваем!


👉 Подписаться на канал @UzDev_Jobs",2024-05-02 09:36:22+00:00
JavaScript Frontend Developer,Frontend,1-3 years,from 2000 to 3000 USD,remote,"HTML, CSS, JavaScript, TypeScript, Git",Apollo,False,True,"#frontend #senior
Senior Frontend Developer
Format: Remote
Employment: Full Time
Salary: $2,000 and $3,000
Company: Apollo

Apollo team is looking for an experienced Senior Frontend Developer for Full time position.


Responsibilities
• Develop user interface architecture using algorithms.
• Collaborate with designers and backend developers to translate requirements into specifications.
• Optimise the performance of the user interface 
•Conduct code reviews and provide constructive feedback to team members.
•Work with the latest UI technologies, tools and best practices.
•Debug and Resolve complex UI issues and bugs.


Requirements:
•At least 2-3 years of professional experience with JavaScript.                                                                                                                                                
•Demonstrate a solid understanding of HTML, CSS, JavaScript, TypeScript and their interaction with frontend frameworks
•Knowledge of Git (GitHub, Gitlab, RESTful API).
•Understanding of UI/UX best practices.
•Excellent problem solving and debugging skills.
•Knowledge of algorithms is a must.
•Warehouse management and complex data processing.
•Communication skills and English language level B2+

We offer:
•Unique projects and opportunities for professional growth.
•Flexible schedule with the possibility to work remotely.
•Competitive salary and bonuses on a project basis.


If you'd like to join our cool, young team and are ready to grow and develop, please complete the form on our website: https://apollos.studio/careers/senior-frontend-developer-4647


👉 Подписаться на канал @UzDev_Jobs",2024-03-20 12:32:58+00:00
Next.js Fullstack Developer,Frontend,3 years >,not specified,Tashkent city,"React.js, Next.js, GSAP, TypeScript, REST",Artel,True,True,"#frontend #senior #next #gsap #typescript 
Senior FrontEnd Developer for Website

Salary: $20/per hour
Schedule: Full-Time
Location: Tashkent

Requirements:
• High proficiency in React.js, Next.js, GSAP (most works based on animations, scrolling)
• Familiarity with RESTful API and asynchronous data loading.
• Knowledge of state management libraries (React Query, RTK, etc.)
• Ability to write clean, reusable, and modular code.
• Proven experience in creating high-quality frontend solutions.
• TypeScript Proficiency: 3+ years of web development experience.
• React Experience: 4+ years of demonstrated experience building Next applications.
• Proven Portfolio: A portfolio of frontend projects on platforms like GitHub, showcasing your work on web apps or websites.
• Language Skills: Uzbek/English/Russian.
• Coding Best Practices: Understanding of clean code, documentation, refactoring, and Git/version control.

Don't Ask, Please!:
• Junior
• Internship 
• Part-Time

About Us: Artel 

Apply Here: @marufmamurov_co


👉 Подписаться на канал @UzDev_Jobs",2024-04-02 06:03:35+00:00
Vue.js Frontend Developer,Frontend,1-3 years,from 400 to 400 USD,not specified,"Vue 3, Typescript, Git",Mimsoft LLC,False,False,"#frontend #strongjunior
В компанию mimsoft.uz требуется Front-end Strong Junior Разработчик (Vue.js)

Компания Mimsoft LLC  занимается разработкой заказного программного обеспечения (B2B).

Что мы ожидаем от кандидата:
- опыт работы от 2 лет;
-  Уверенное знание Vue 3, Typescript
- Знание Git и опыт работы в команде с использованием ветвлений, коммитов и пулл-реквестов.
- Опыт интеграции с серверными технологиями и понимание основ backend разработки.

Мы предлагаем:
Офисный режим
6-ти дневной рабочий график, с 10:00 до 19:00
Заработная плата: от 400$ + бонусы 
Вкусный обед за счёт работодателя

Если интересно заполните форму: https://forms.gle/ohFcpBMvqE34ntxe6


👉 Подписаться на канал @UzDev_Jobs",2024-07-30 06:02:49+00:00
Vue.js Frontend Team Lead Developer,Frontend,3 years >,from 2000 to 2500 USD,remote,"Vue, Vuetify, Vuex, Vue-router, VeeValidate, Firebase, Stripe, Google Maps, REST",Ptolemay,True,True,"#frontend #teamlead #vue
Ptolemay — аутсорс-компания полного цикла по разработке мобильных и веб-приложений для западного и ближневосточного бизнеса и стартапов. Ищем Frontend Team Lead (Vue.js) специалиста на полную занятость для участия в различных проектах, а также доработки и поддержки уже имеющихся проектов.

Задачи:
- Активно участвовать в разработке нового продукта вместе с командой по методологии Agile;
- Разрабатывать Frontend-часть приложения на Vue.js: архитектура, бизнес-логика, интерактивные взаимодействия;
- Дорабатывать существующий код, проводить код-ревью других специалистов;
- Участвовать в развитии продукта: генерировать идеи, разрабатывать новый функционал по мере требований;
- Найм (проводить технические собеседования по frontend направлению, в перспективе).

Требования:
- Опыт коммерческой разработки на Vue от 3-х лет;
- Свободный русский разговорный, знание английского языка будет плюсом;
- Опыт работы с Vue 2 и Vue 3, библиотеками (Vuetify, Vuex, Vue-router, VeeValidate и другие);
- Наличие опыта управления командой разработки будет плюсом;
- Опыт работы с RESTful API;
- Опыт работы со сторонними библиотеками (Firebase, Stripe, Google maps и т. д.).

Условия:
- Полная занятость;
- Удаленная работа;
- Гибкий график для выбора максимальной продуктивности в удобные часы.
- Прозрачная коммуникация, которая помогает быстрее прийти к решению.
- Заработная плата 2000-2500$ net по результатам собеседования.

Буду рад переговорить и ознакомиться с резюме: @Dmitriy_Ptolemay


👉 Подписаться на канал @UzDev_Jobs",2024-02-06 08:01:40+00:00
Vue Frontend Developer,Frontend,1-3 years,from 15000000 to 60000000 UZS,not specified,"Vue.js, Vite, Pinia, TypeScript, HTML5, CSS3, SCSS, SASS, JavaScript, Git, Webpack, Rollup, Jest, Cypress",not specified,True,True,"#frontend #vue
Front-end Разработчик (Vue.js)

Станьте частью нашей международной инновационной команды!

Мы - технологическая компания из США, готовящаяся к открытию нового офиса в Узбекистане. В рамках расширения нашей команды мы ищем опытных Front-end разработчиков, специализирующихся на Vue.js, для работы над захватывающими и инновационными проектами.

Основные требования:

- Опыт работы с Vue.js не менее 2 лет.
- Знание и практический опыт работы с Vite и Pinia.
- Опыт работы с TypeScript в контексте фронтенд-разработки.
- Профессиональное использование HTML5, CSS3 (включая препроцессоры как SCSS/SASS) и современного JavaScript (ES6+).
- Знание Git и опыт работы в команде с использованием ветвлений, коммитов и пулл-реквестов.
- Понимание принципов разработки одностраничных приложений (SPA) и умение работать с API.
- Опыт работы с реактивным программированием и состоянием приложения.
- Русский язык обязателен, знание английского будет являться преимуществом.

Дополнительные плюсы:

- Опыт работы с другими современными фронтенд фреймворками и библиотеками, такими как React или Angular.
- Знание UI/UX принципов и опыт работы с дизайн системами.
- Опыт интеграции с серверными технологиями и понимание основ backend разработки.
- Знание и использование инструментов сборки (Webpack, Rollup) и тестирования (Jest, Cypress).

Мы предлагаем:

- Конкурентоспособную заработную плату от 15 до 60 миллионов UZS, в зависимости от опыта и навыков.
- Возможность работать в международной команде над проектами, имеющими глобальное значение.
- Гибкий график работы в режиме полуоффлайн, полуонлайн на начальном этапе.
- Оплачиваемые обучающие курсы и программы для повышения квалификации.
- Поддержку в развитии и внедрении новейших технологий в рабочие проекты.

Как подать заявку:

Мы ищем разработчиков, готовых расти и развиваться вместе с нами. Если вы хотите стать частью нашей команды и работать над интересными проектами, отправьте ваше резюме и портфолио проектов по указанным контактам:

- Номер телефона: +998908227809
- Телеграм: @ity_soft

Присоединяйтесь к нам, чтобы вместе строить технологическое будущее!


👉 Подписаться на канал @UzDev_Jobs",2024-02-22 11:02:30+00:00
Vue Frontend Developer,Frontend,3 years >,from 15000000 to 25000000 UZS,not specified,"Vue.js, Pinia, TypeScript, HTML, CSS, REST",not specified,True,True,"#frontend #vue
Frontend-разработчик Vue3.js

Мы ищем опытного, стрессоустойчивого, а самое главное ответственного сотрудника, который сможет с нуля разработать продукт, и поддерживать его.

Обязанности:
1. Разработка и поддержка большого приложения на технологиях:
- Vue3.js для проектирования и компонизации
- Pinia для структуры управления состоянием
- Vue-Router для структуры маршрутов SPA приложения
- TypeScript приветствуется
- Написание тестов приветствуется
7. Понимание принципов построения SPA приложения и всех требований к нему.
6. Уверенное владение HTML и CSS (vite/webpack, sass).
7. Понимание семантики супер важно!
8. Реализация кросс-браузерной и адаптивной верстки.
9. Работа с асинхронным взаимодействием (promises, async/await).
10. Применение модульности в JavaScript/TypeScript (по умолчению сотрудник должен понимать модульность).
11. Синхронизация данных с Backend по средствам RESTful API.
12. PostMan для принятия и тестирования API.
13. Приветствуется творческий подход к работе.

Требования:
1. Опыт работы на чистом JavaScript от 3 лет.
2. Уверенные знания и опыт работы с Vue.js.
4. Умение работать с Git->GitFlow.
5. Умение настраивать абстракцию http запросов (прослойка авторизакии, глобальный отлов статусов сервера и т.д.)
6. Будет большим плюсом понимание паттернов проектирования.
7. Будет большим плюсом понимание принципов SOLID, KISS, DRY
8. Обязательное владение русским и английским языками на уровне, достаточном для коммуникаций в команде и чтения технической документации.

Процесс приема на работу:
1. Собеседование с проект-менеджером.
2. Техническое собеседование.
3. Собеседование в офисе с директором.
4. Тестовое задание.
5. Испытательный срок: 1 месяц.

Условия работы:
1. Официальное трудоустройство.
2. Конкурентоспособная заработная плата.
3. Участие в крупных и уникальных проектах в динамично развивающейся компании.
4. Возможность профессионального и карьерного роста.
5. Гибкий график работы и дружественная командная атмосфера.

ЗП: 15 - 25 млн сум точная сумма будет известно после собесодания
Тип занятости: Полная занятость, возможность работы из офиса 

Не звонить!
Резюме и портфолио отправлять на почту: info@icangroup.uz


👉 Подписаться на канал @UzDev_Jobs",2024-06-26 06:02:23+00:00
Vue Frontend Developer,Frontend,1-3 years,from 1000 to 1000 USD,Tashkent city,"Vue.js, Nuxt.js, Git, TypeScript, HTML, CSS, SASS, Tailwind",Softonic Uzbekistan,False,False,"#frontend #vue #nuxt
Job Title: Frontend Developer (Vue/Nuxt)
Company: Softonic Uzbekistan
Location: Tashkent
Experience Level: Mid-level (2+ years of commercial experience)
Salary: 1000$ +

---

Job Description:
Softonic Uzbekistan is looking for an experienced Frontend Developer with a strong foundation in Vue or Nuxt to join our growing team. You will be responsible for building high-quality, responsive interfaces and ensuring cross-browser compatibility across our projects. As part of our team, you’ll work closely with backend developers and designers to deliver seamless, performant user experiences.

Responsibilities:
- Develop and maintain front-end features using Vue.js, Vue Router, Vuex, Pinia, and Nuxt.
- Implement responsive, cross-browser compatible layouts using HTML, CSS, SASS, and Tailwind.
- Use flexbox and grid layout for effective page structure and alignment.
- Collaborate using Git for version control.
- Integrate TypeScript for type-safe and scalable code.
- Set up and manage build configurations using Vite and Webpack.

Requirements:
- 2+ years of commercial experience in Vue or Nuxt development.
- Proficiency in JavaScript, HTML, CSS, and responsive design.
- Strong knowledge of Vue.js and the latest Vue 3 features.
- Experience with Vue Router, Vuex, Pinia, and Nuxt.
- Confident in working with Git for collaborative projects.
- Skills in modern layout techniques, specifically flexbox and grid layout.
- Experience with Vite and Webpack for bundling and optimizing projects.
- Knowledge of CSS preprocessors like SASS and utility-first frameworks like Tailwind CSS.

Our Tech Stack:
- Frontend Frameworks: Vue.js / Vue 3, Nuxt.js / Nuxt 3
- Languages: JavaScript, TypeScript
- Styles: CSS, SASS, Tailwind

Benefits:
- Competitive salary and performance-based bonuses.
- Opportunities for professional development and training.
- Collaborative, innovative work environment.

If you’re passionate about frontend development and eager to contribute to exciting projects at Softonic Uzbekistan, apply by sending your resume and a cover letter to @softonic_uzbekistan.


👉 Подписаться на канал @UzDev_Jobs",2024-11-11 10:30:34+00:00
NodeJS Fullstack Developer,Full-Stack,1-3 years,not specified,remote,"NodeJS, NestJS, MongoDB",not specified,False,True,"#fullstack
Project type: One-time project
Work type: Online
Location: Any region
Rate: $10-14 per hour

Looking for Middle Full Stack developer to fix a Getstream.io messaging service on an existing React web app and add some functioality/ui updates.

App uses: 

Technology: nodeJS 
Framework: NestJS 
Language: TS Database: MongoDB Atlas 
Apis: RestFul

Send resume to @nlg_company


👉 Подписаться на канал @UzDev_Jobs",2024-01-16 07:01:48+00:00
PHP Fullstack Developer,Full-Stack,not specified,from 500 to 1500 USD,remote,"HTML, CSS, JavaScript, Smarty, jQuery, SQL, MySQL",Riwaya,False,True,"#fullstack
Riwaya is the world’s first online premium Islamic marketplace.  As a remote team, we are built for the Islamic and Ethical consumer and business in mind. Bringing together amazing faith inspired sellers and customers in one easy-to-navigate platform.

Job Descriptions
Work directly with the founder from the comfort of your home and be part of a global team to develop and iterate on Riwaya’s latest version – Riwaya 5.0. 
The role will include working on exciting features, where you’re only limited by your curiosity. This is an excellent opportunity to see how to build a start-up from 0-1. Example of work may be: 
New API development
Better user onboarding
New features
Improve UX/UI
Payment flows
Vendor features
Implementation of generative AI

Role and Responsibilities 
Lead software development activities on the platform, bringing experience of best practice across coding, integration, testing, debugging, documentation and implementation 
Promote good design principles, such as code reuse, modularity, and extensibility
Report status and progress according to the project and company demands
Assist and lead on the creation of technical, estimation and development planning
Creating new plugins and augmenting functionality for existing ones.
Exploring and implementing solutions for SEO optmised processes across the site and advertising processes on our sites.
Adapting to the latest PHP versions.


Job Skills and Qualifications
Bachelor's degree in Computer Science
Experience in a software engineer role
Fluent in English (writing and speaking)
Experience in HTML, CSS, JavaScript, Smarty, jQuery, PHP
Strong SQL and mySQL skills
Experience in both back end and front end execution
Good communication skills
Working hours overlap with GMT 
Self-learner and ability to execute tasks without any supervision.
Ability to maintain the highest level of professionalism at all times

Benefits
Salary
Upto $500 for junior
Upto $900 for mid 
Upto $1500 for senior 
Opportunity to fully own workstreams and manage co-workers
Equity compensation potential, based on performance
Contract Role 
100% Remote Role

Contact: people@riwaya.co.uk
Website: www.riwaya.co.uk
Linkedin: https://www.linkedin.com/company/riwaya.co.uk


👉 Подписаться на канал @UzDev_Jobs",2024-01-22 12:02:16+00:00
Laravel Fullstack Developer,Full-Stack,1-3 years,from 500 to 600 USD,Tashkent city,"Laravel, PHP, MySQL, PostgreSQL, Vue.js, Git",not specified,False,False,"#fullstack
Strong Junior dasturchi

Full Stack Laravel va Vuejs bo'yicha.

Ish tavsifi:
API arxitekturasini loyihalashda ishtirok etish.
Ma'lumotlar bazalari bilan ishlash, sxemalar va so'rovlarni loyihalash va optimallashtirish.
Talablarga muvofiq dastur kodini yozish.
Kengaytirilgan va ishonchli arxitektura yechimlarini loyihalash va amalga oshirish.
Ishlab chiqilgan kodni sinovdan o'tkazish.
Talablar:

O'zingizga va boshqalarga nisbatan yuqori sadoqat va talabchanlik, shu jumladan kod sifati.
Laravel, PHP, MySQL, PostgreSQL-ni bilish.
HTTP va WS protokollarini bilish, ular bilan ishlash qobiliyati.
Xavfsizlik va ma'lumotlarni himoya qilish tamoyillarini bilish.
Mijoz-server REST API haqida tushuncha.
SQL so'rovlarini yozish va MySQL bilan ishlash qobiliyati.
Boshqa odamlarning kodini tushunish qobiliyati.
Tizimning ishlashi va ishonchliligini optimallashtirish bo'yicha tajriba.
Jamoada ishlash, qaror qabul qilish va rivojlanish jarayonini boshqarish qobiliyati.
Laravel bilan kamida 3 yillik ish tajribasi.
Vue.js bilan 1 yillik tajriba.
GIT bilan ishlash ko'nikmalari.
Ish haqi: 500$-600$.

Toshkent shahrida ofis ishlari.
Foogle Form ni to'ldiring: https://forms.gle/p85fqdrM2aNi5MAt9
Kontakt : @lion9636


👉 Подписаться на канал @UzDev_Jobs",2024-01-23 12:02:36+00:00
WordPress Fullstack Developer,Full-Stack,not specified,from 800 to 1800 USD,not specified,"WordPress, PHP, PHP OOP, JavaScript, HTML5, CSS3, SAAS, LESS, Vue.js, Laravel, React, TypeScript",Stylemix,True,True,"#fullstack
В компанию Stylemix требуется Full Stack (Wordpress) разработчик на полный рабочий день!

Stylemix хочет сотрудничать с тобой, если ты обладаешь:
- Свободным владением русского языка (знание английского языка будет плюсом);
- Уверенными знаниями WordPress, PHP, PHP OOP, JavaScript, HTML5/CSS3, SAAS/LESS, Vue.js;
- Laravel, React TypeScript будет плюсом;
- Умением пользоваться современными технологиями Fullstack разработки (less, sass, gulp, grunt...).

Что нужно будет делать:
- Разработка чистого, документированного, протестированного и функционального кода;
- Создание интеграции между системами и API;
- Проектирование и создание решений с использованием новейших технологий;
- Работа с последними фреймворками разработки WordPress;
- Важно идти в ногу с последними практиками;
- Работать в тесном сотрудничестве с нашими командами дизайнеров и разработчиков.

Мы обещаем:
- Заработную плату от $800 до $1800 (будет зависеть от уровня квалификации и опыта работы);
- 5 дневную рабочую неделю, с 09:00-18:00, с часовым перерывом на обед;
- Профессиональную поддержку от существующей команды, включая сервисы, которые можно переиспользовать в инфраструктуре нового проекта;
- Возможность удаленной работы с готовой вовлеченной командой, ориентированной на рост и развитие компании;
- Комплексное питание в собственном корпоративном кафе (бесплатные классные завтраки/обеды, вкусный кофе и чай);
- Ежегодные премии и пересмотр заработной платы;
- Специально оборудованную игровую с PlayStation4, Dota2, CS GO!

Contact person Elena
Telegram   @ElenaNurillaeva
Email           vacancy@stylemix.net


👉 Подписаться на канал @UzDev_Jobs",2024-07-10 09:05:09+00:00
Fullstack Developer,Full-Stack,1-3 years,from 6000000 to 6000000 UZS,not specified,"JavaScript, Python, Java, Vue, React, SQL, Git, Docker, Kafka",Musait Technologies,False,False,"#fullstack
Мы Musait Technologies ищем Strong Junior - Middle Full Stack разработчика 

Требования:
•  Опыт работы от 1 года в разработке веб и мобильных приложений;
•  Хорошее знания одного или нескольких языков программирования(JavaScript, Python либо Java);
•  Знание современных UI-фреймворков(Vue либо React)
•  Уверенное владение *nix системами.;
•  Уверенные знания и опыт работы с SQL и базами данных 
•  Знание основ Continuous Integration и Continuous Deployment (CI/CD);
•  Опыт работы с Git, Docker, Kafka;

Обязанности:
•  Разработка и поддержка ERP и CRM систем 
•  Разработка продуктов и сервисов
•  Участие в проектировании архитектуры;
•  Интеграция сторонних API и сервисов;

Условия:
• Стабильная работа в активно развивающейся компании;
• Широкие возможности для профессионального и карьерного роста;
• Дружная и поддерживающая команда профессионалов;
• Стабильная заработная плата(от 6 000 000);

Если вас заинтересовала вакансия, отправляйте свое резюме по телеграму: @musait_manager


👉 Подписаться на канал @UzDev_Jobs",2024-07-06 06:03:16+00:00
Python Fullstack Developer,Full-Stack,no experience,from 400 to 400 USD,not specified,"FastAPI, DRF, Django, Alembic, SQLAlchemy, Pydantic, Uvicorn, Gunicorn, Linux, Nginx, VueJS, AngularJS, ReactJS, HTML, CSS",Lego Group,False,False,"#fullstack 
Full stack разработчик:

О компании: Привет это команда Lego Group. Вот уже 6 лет мы предоставляем успешно и качественно ведём три ключевых бизнес-проекта: Lego Express - логистические услуги; Lego Terminal - импорт и экспорт контейнеров; Tutmarket - это стартап проект который ведёт деятельность как онлайн магазин и маркетплейс.
Наши клиенты - Akfa group of companies, Artel, Enter Engineering, Coca Cola.
Хотите присоединиться к захватывающему стартап проекту? Мы ищем начинающего и амбициозного кандидата, который возьмет на себя роль Junior Python Developer в нашей команде!

Ваши обязанности:

Ответственность за доставку проектов в продакшн и решение кросс-командных проблем
Груминг и планирование беклога
Понимание клиентских метрик и вашего влияния на них
Быстрое разрешение задач
Разработка IT решение

Требования:

Backend:
— FastAPI | DRF | Django
— Alembic
— SQLAlchemy
— Pydantic
— Uvicorn
— Gunicorn
— Linux (Daemon Management)
— Nginx

Front:
— VueJS | AngularJS | ReactJS
— HTML
— CSS

Что мы предлагаем:

Возможность быстрого карьерного роста
Возможность проявить все свои знание в проекте стартап 
Оплата в твердой валюте: 400$
График работы: пол ставка с 14.00 до 18.00. 

Тел номер: +998950993336
Телеграм: @tutmarket_hr


👉 Подписаться на канал @UzDev_Jobs",2024-03-13 09:45:34+00:00
Fullstack Software Developer,Full-Stack,3 years >,from 2000 to 5000 USD,not specified,"React.js, Angular, Node.js, C#",AMC Bridge,False,True,"#fullstack 
Full-Stack Software Development Engineer

Join AMC Bridge as a Full-Stack Software Development Engineer!  
 
Are you an experienced professional with a background in service-based companies? Or perhaps you are eager to work on diverse projects in a dynamic environment? If so, we have the perfect role for you.  
 
Our team is seeking a Full-Stack Software Developer to engineer cutting-edge software solutions for high-impact industries such as aerospace, mechanical engineering, robotics, architecture, and industrial construction.  
 
We are looking for:  
A specialist with 3+ years of software development experience, preferably within CAD, PLM, or other engineering software applications.  
 
Required Skills:  
- Proven front-end experience with React.js or Angular.  
- Proven back-end experience with Node.js or C#.  
- Demonstrable knowledge of principles and design patterns.  
- Understanding of commonly used data structures and algorithms.  
- Ability to solve problems independently.  
- Intermediate or higher level of English proficiency.  
  
Our tasks and challenges are complex, and our global team is strong and united. We are excited to welcome a like-minded professional to the AMC Bridge team!  

Salary: $2000—5000 according to the results of an interview 
For more information or to apply, visit our website.

Contact information


👉 Подписаться на канал @UzDev_Jobs",2024-06-24 08:57:15+00:00
Fullstack Developer,Full-Stack,3 years >,from 1200 to 1200 USD,not specified,"React.js, Angular, Node.js, C#",AMC Bridge,False,True,"#fullstack 
Full-Stack Software Development Engineer 
 
Join AMC Bridge as a Full-Stack Software Development Engineer!   
  
Are you an experienced professional with a background in service-based companies? Or perhaps you are eager to work on diverse projects in a dynamic environment? If so, we have the perfect role for you.   
  
Our team is seeking a Full-Stack Software Developer to engineer cutting-edge software solutions for high-impact industries such as aerospace, mechanical engineering, robotics, architecture, and industrial construction.   
  
We are looking for:   
-  A specialist with 3+ years of software development experience, preferably within CAD, PLM, or other engineering software applications.   
  
Required Skills: 
-  Proven front-end experience with React.js or Angular.   
-  Proven back-end experience with Node.js or C#.   
-  Demonstrable knowledge of principles and design patterns.   
-  Understanding of commonly used data structures and algorithms.   
-  Ability to solve problems independently.   
-  Intermediate or higher level of English proficiency.   
   
Our tasks and challenges are complex, and our global team is strong and united. We are excited to welcome a like-minded professional to the AMC Bridge team!  
 
 For more information or to apply,  visit our website. 
 
Salary: from $1200 and Negotiable 
Contact information


👉 Подписаться на канал @UzDev_Jobs",2024-09-25 12:02:01+00:00
React Fullstack Developer,Full-Stack,1-3 years,from 500 to 1000 USD,not specified,"React, Vue, Node.js, MongoDB, AWS, Redux, Git",Unical,False,True,"#fullstack 
Fullstack Developer Wanted! 

We are Unical, Fintech company in search of a dynamic Fullstack Developer who's proficient in React, Vue and NodeJs and has experience with MongoDB.

Key Qualifications:
- Minimum of 2 years of professional development experience.
- Strong proficiency in React, Vue and Node.js.
- Solid understanding of MongoDb and experience in integrating it with Node applications.
- Hands-on experience deploying and managing applications in AWS.
- Expertise in state management with Redux.
- Comprehensive experience with Git and version control practices.
- Ability to handle end-to-end tasks, from the ideation phase to deployment.
- A proactive mindset and the ability to work in a fast-paced startup environment.
- Good problem-solving skills and a knack for writing clean, readable, and maintainable code.
- Excellent communication skills, both verbal and written.

Salary Junior $500+
Middle $1000+

Send your resume to @unical_hr


👉 Подписаться на канал @UzDev_Jobs",2024-01-06 08:03:38+00:00
React Fullstack Developer,Full-Stack,3 years >,from 3000 to 3000 USD,remote,"React, Next.js, Node, Typescript, PostgreSQL, Prisma, Docker, AWS, GitHub",neoeco,False,True,"#fullstack 
neoeco is the cutting-edge ESG Accounting Software provider based in London, United Kingdom. We are looking for a self-starter, product focused Senior Full Stack Engineer to directly work with our CTO and our founders to lead and grow our Product Engineering team.

Location: Remote (with the opportunity to relocate to London)
Salary: from $3000
Schedule: Monday-Friday, 9-5pm UK time or Tashkent time

Responsibilities:
- Actively participate in the development of our product
- Writing unit and e2e for robustness, edge cases, usability, reliability
- Conduct code reviews
- Contribute to documentation
- Participate in hiring

Requirements:
- Minimum 5 years of experience in software development
- Minimum 3 years of experience with React/Next.js, Node and Typescript
- Minimum 3 years of experience with SQL databases (Postgres) and ORMs (Prisma)
- Experience with integrating accounting and ERP softwares is a plus
- Experience with the rest of our tech stack is a plus

Our Tech Stack:
- React/Next.js, MUI, Node, Typescript, tRPC, PostgreSQL, Prisma, Nango (for integrations), AWS (ECS, Fargate, RDS, Cloudwatch), Terraform, Docker, GitHub, Jira

Our Offer:
- Salary from $3000
- Work from anywhere
- As an early member of the team, opportunities to level up to leadership positions
- Online courses
- Opportunity to relocate to London in the future

Apply here: https://neoeco.bamboohr.com/careers/30?source=aWQ9MjQ%3D


👉 Подписаться на канал @UzDev_Jobs",2024-06-04 14:02:25+00:00
