position,direction,experience,salary,location,skills,company,RU,ENG,text,date
PHP Backend Developer,Backend,1-3 years,from 15000000 to 15000000 UZS,not specified,"Laravel, Symfony, Postgres, Git, Docker, Linux",not specified,True,True,"Мы ищем PHP/Laravel Developer!

Привет! Мы в поисках талантливого разработчика, который поможет нам создавать мощные и эффективные IT-решения. Если вы увлечены программированием, любите решать сложные задачи и готовы к профессиональным вызовам, мы ждем именно вас!

Что мы предлагаем:
🏢 Уютный офис с комфортными условиями для работы.
📚 Возможности для профессионального развития и роста.
💼 Участие в интересных и значимых проектах.
🤝 Дружная команда специалистов, готовых делиться опытом.
💰 Конкурентная заработная плата от 15 млн. сум (в зависимости от вашего опыта 😉).

Что мы ищем:
- Опыт работы с Laravel или Symfony от 2 лет.
- Навыки работы с Postgres или другими SQL базами данных (от 1 года).
- Уверенное владение Git и понимание принципов Dependency Injection.
- Знание русского языка на разговорном уровне и английского на уровне чтения документации.
- Опыт написания Feature/Unit тестов и работы с внешними API.
- Базовые знания Docker (например, разворачивание локальных окружений).
- Навыки работы с Linux дистрибутивами.

Если вы чувствуете, что готовы к новым вызовам, оставляйте свое резюме по ссылке.

Давайте вместе создавать инновационные IT-решения! 🚀",2024-12-03 11:54:39+00:00
QA Engineer,QA,not specified,from 12000000 to 12000000 UZS,not specified,not specified,not specified,False,False,"Мы ищем талантливого QA Engineer!

Привет! Мы в поисках специалиста по обеспечению качества (QA), который поможет нам создавать и улучшать наши продукты. Если вы увлечены тестированием, внимательны к деталям и любите находить идеальные решения для сложных задач — мы ждем именно вас!

Что мы предлагаем:
🏢 Уютный офис.
📚 Профессиональное развитие.
💼 Участие в проектах, которые действительно важны.
🤝 Дружная команда профессионалов.
💰 Конкурентная заработная плата от 12 млн. сум. (все зависит от опыта 😉)

Если вы чувствуете, что готовы к новым вызовам, оставляйте свое резюме по ссылке.",2024-12-03 11:32:30+00:00
UI/UX Designer,Design,1-3 years,from 5000000 to 10000000 UZS,not specified,"Figma, Adobe XD, Sketch, Adobe Photoshop, Illustrator",Buchet,True,False,"Название компании: Buchet
 - buchet.uz
Название вакансии: UI/UX дизайнера

Требования:
Очень важно знания графического дизайна.
Очень важно знания русского языка.
Опыт работы дизайнером от 2 лет.
Отличное владение инструментами для дизайна (например, Figma, Adobe XD, Sketch).
Опыт работы с графическими редакторами (Adobe Photoshop, Illustrator).
Понимание принципов UX/UI-дизайна и лучших практик в этой области.
Опыт создания адаптивных дизайнов для различных устройств.
Навыки прототипирования и проектирования пользовательских интерфейсов.
Умение работать с типографикой, цветовыми схемами и сетками.

Обязанности: 
Разработка дизайна для веб- и мобильных приложений, а также других цифровых продуктов.
Создание прототипов и макетов интерфейсов, которые обеспечивают удобство использования (UX/UI).
Взаимодействие с разработчиками и другими участниками команды для реализации дизайна в готовом продукте.
Поддержка и развитие визуальной идентичности бренда компании.
Создание графических материалов, рекламных баннеров, иконок, инфографики и другой визуальной продукции.
Улучшение существующих интерфейсов и работа с отзывами пользователей для улучшения пользовательского опыта.

Условия:
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Возможности для профессионального роста и развития.
Участие в интересных и масштабных проектах.
Комфортная рабочая атмосфера в креативной команде.

Зарплата: 5 000 000 - 10 000 000
Контакты: @shjgbjgb54",2024-10-24 09:06:10+00:00
UI/UX Designer,Design,1-3 years,from 3000000 to 10000000 UZS,Tashkent city,"Figma, Adobe XD, Sketch, Adobe Photoshop, Illustrator",Intersoft Tech,True,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: UI/UX дизайнера

Требования:
Очень важно знания графического дизайна.
Очень важно знания русского языка.
Опыт работы дизайнером от 2 лет.
Отличное владение инструментами для дизайна (например, Figma, Adobe XD, Sketch).
Опыт работы с графическими редакторами (Adobe Photoshop, Illustrator).
Понимание принципов UX/UI-дизайна и лучших практик в этой области.
Опыт создания адаптивных дизайнов для различных устройств.
Навыки прототипирования и проектирования пользовательских интерфейсов.
Умение работать с типографикой, цветовыми схемами и сетками.

Обязанности: 
Разработка дизайна для веб- и мобильных приложений, а также других цифровых продуктов.
Создание прототипов и макетов интерфейсов, которые обеспечивают удобство использования (UX/UI).
Взаимодействие с разработчиками и другими участниками команды для реализации дизайна в готовом продукте.
Поддержка и развитие визуальной идентичности бренда компании.
Создание графических материалов, рекламных баннеров, иконок, инфографики и другой визуальной продукции.
Улучшение существующих интерфейсов и работа с отзывами пользователей для улучшения пользовательского опыта.

Условия:
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Возможности для профессионального роста и развития.
Участие в интересных и масштабных проектах.
Комфортная рабочая атмосфера в креативной команде.

Зарплата: 3 000 000 - 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-10-23 08:58:55+00:00
Python Backend Developer,Backend,3 years >,from 10000000 to 10000000 UZS,Tashkent city,"Django, Spring, Express, PostgreSQL, MySQL, MongoDB, Redis, Docker, Kubernetes, Git",Intersoft Tech,True,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем Senior Бэкенд-разработчика.

Требования:
Очень важно знания русского языка.
Опыт работы с бэкенд-разработкой от 5 лет, уверенные знания Python, Java, или Node.js .
Глубокое знание фреймворков: Django, Spring, Express.
Умение проектировать и оптимизировать архитектуру сервисов и API.
Опыт работы с реляционными базами данных (PostgreSQL, MySQL) и NoSQL базами данных (MongoDB, Redis).
Знание контейнеризации и оркестрации (Docker, Kubernetes).
Опыт работы с CI/CD и системами контроля версий (Git).

Обязанности: 
Проектирование и разработка высоконагруженных систем и сервисов.
Создание и оптимизация API (RESTful или GraphQL) для интеграции с фронтендом.
Архитектурное планирование и внедрение новых функций, оптимизация текущей архитектуры.
Наставничество младших разработчиков, код-ревью и участие в улучшении процессов разработки.
Интеграция с внешними сервисами и базами данных (реляционными и NoSQL).
Работа с DevOps-инструментами для обеспечения надежного CI/CD и мониторинга.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Участие в интересных и сложных проектах.
Возможности для профессионального развития и обучения.
Дружелюбная команда и комфортные условия работы.

Зарплата: от 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-11-04 04:41:56+00:00
React Fullstack Developer,Frontend,3 years >,from 10000000 to 10000000 UZS,Tashkent city,"JavaScript, TypeScript, React, Next.js, Vue, Webpack, Babel, Jest, Cypress, Git, REST, GraphQL",Intersoft Tech,False,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем Senior Фронтенд-разработчика.

Требования:
Опыт работы с фронтенд-разработкой от 5 лет,продвинутый уровень владения JavaScript, TypeScript.
Глубокое знание React и Next.Js (+Vue).
Опыт проектирования архитектуры приложений на фронтенде.
Знание инструментов для сборки и тестирования (Webpack, Babel, Jest, Cypress).
Опыт работы с системами контроля версий (Git) и CI/CD.
Навыки оптимизации производительности и работы синхронными данными (REST, GraphQL).

Обязанности:
Разработка и поддержка сложных и интерактивных интерфейсов на основе React, Next.Js (+Vue).
Архитектурное проектирование фронтенд-приложений, внедрение лучших практик и современных подходов.
Оптимизация производительности интерфейсов, улучшение UX и обеспечение кросс-браузерной совместимости.
Наставничество младших разработчиков и участие в код-ревью.
Тесное сотрудничество с командой бэкенд-разработчиков и дизайнерами для реализации сложных фич.
Поддержка и развитие CI/CD процессов для фронтенда, автоматизация тестирования.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Возможности для профессионального развития и обучения.
Дружелюбная атмосфера в команде и участие в интересных проектах.

Зарплата: от 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-11-04 04:41:56+00:00
React Fullstack Developer,Frontend,3 years >,from 10000000 to 10000000 UZS,Tashkent city,"JavaScript, TypeScript, React, Next.js, Vue, Webpack, Babel, Jest, Cypress, Git, REST, GraphQL",Intersoft Tech,True,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем Senior Фронтенд-разработчика.

Требования:
Очень важно знания русского языка.
Опыт работы с фронтенд-разработкой от 5 лет,продвинутый уровень владения JavaScript, TypeScript.
Глубокое знание React и Next.Js (+Vue).
Опыт проектирования архитектуры приложений на фронтенде.
Знание инструментов для сборки и тестирования (Webpack, Babel, Jest, Cypress).
Опыт работы с системами контроля версий (Git) и CI/CD.
Навыки оптимизации производительности и работы синхронными данными (REST, GraphQL).

Обязанности:
Разработка и поддержка сложных и интерактивных интерфейсов на основе React, Next.Js (+Vue).
Архитектурное проектирование фронтенд-приложений, внедрение лучших практик и современных подходов.
Оптимизация производительности интерфейсов, улучшение UX и обеспечение кросс-браузерной совместимости.
Наставничество младших разработчиков и участие в код-ревью.
Тесное сотрудничество с командой бэкенд-разработчиков и дизайнерами для реализации сложных фич.
Поддержка и развитие CI/CD процессов для фронтенда, автоматизация тестирования.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Возможности для профессионального развития и обучения.
Дружелюбная атмосфера в команде и участие в интересных проектах.

Зарплата: от 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-11-07 13:16:14+00:00
Next.js Frontend Developer,Frontend,1-3 years,from 3000000 to 10000000 UZS,Tashkent city,"Next.js, React, JavaScript, TypeScript, HTML5, CSS3, Git, REST, GraphQL, Webpack, Babel, Material-UI, Tailwind CSS, Styled Components",Intersoft Tech,False,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем middle фронтенд-разработчика с глубокими знаниями Next.js.

Требования:
Опыт работы с Next.js и React от 1 года.
Знание JavaScript (ES6+), HTML5, CSS3.
Опыт работы с TypeScript.
Знание концепций SSR, SSG и их практическое применение в Next.js.
Опыт работы с системами контроля версий, такими как Git.
Опыт интеграции с REST API или GraphQL.
Понимание работы с Webpack и Babel.
Навыки работы с UI-библиотеками, такими как Material-UI, Tailwind CSS или Styled Components.

Обязанности:
Разработка и поддержка веб-приложений с использованием Next.js.
Внедрение Server-Side Rendering (SSR) и Static Site Generation (SSG) для улучшения производительности и SEO.
Интеграция с бэкенд-сервисами через REST API или GraphQL.
Оптимизация производительности и скорости загрузки страниц.
Написание чистого, поддерживаемого кода.
Работа в тесной координации с дизайнерами и бэкенд-разработчиками для создания адаптивных, кросс-браузерных интерфейсов.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Возможности для профессионального развития и обучения.
Дружелюбная атмосфера в команде и участие в интересных проектах.

Зарплата: 3 000 000 - 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-10-23 08:58:55+00:00
SEO Specialist,Marketing,1-3 years,from 3000000 to 3000000 UZS,Tashkent city,"Ahrefs, SEMrush, Screaming Frog, Google Search Console, Google Analytics, Яндекс.Метрика",Intersoft Tech,True,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем опытного SEO-специалиста.

Требования:
Опыт работы в SEO не менее 1 года.
Знание поисковых алгоритмов и факторов ранжирования.
Опыт работы с инструментами SEO, такими как Ahrefs, SEMrush, Screaming Frog, Google Search Console, Яндекс.Вебмастер.
Умение проводить SEO-аудиты и разрабатывать технические рекомендации.
Опыт составления семантического ядра и кластеризации ключевых слов.
Знание основ HTML и CSS будет преимуществом.
Навыки работы с системами аналитики (Google Analytics, Яндекс.Метрика).
Ответственность, внимание к деталям и умение работать в команде.

Обязанности: 
Поисковая оптимизация: Разработка и реализация стратегии SEO для повышения позиций сайта.
Анализ ключевых слов: Проведение анализа ключевых слов и составление семантического ядра.
Аудит сайта: Регулярный SEO-аудит сайта, выявление технических ошибок и рекомендации по их устранению.
Создание контента: Составление технического задания для контент-менеджеров с учетом SEO-требований, улучшение текстов для повышения релевантности.
Внешняя оптимизация: Создание и реализация стратегии по наращиванию ссылочной массы (линкбилдинг).
Аналитика и отчетность: Мониторинг позиций сайта, анализ трафика и конверсий с помощью инструментов аналитики (Google Analytics, Яндекс.Метрика).
Конкурентный анализ: Изучение сайтов-конкурентов и внедрение лучших практик.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Участие в интересных и сложных проектах.
Возможности для профессионального развития и обучения.
Дружелюбная команда и комфортные условия работы.

Зарплата: от 3 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-11-04 04:41:56+00:00
SEO Specialist,Marketing,1-3 years,from 3000000 to 3000000 UZS,Tashkent city,"Ahrefs, SEMrush, Screaming Frog, Google Search Console, Google Analytics",Intersoft Tech,True,False,"Название компании: Intersoft Tech - intersoft.uz
Название вакансии: Ищем опытного SEO-специалиста.

Требования:
Очень важно знания русского языка.
Опыт работы в SEO не менее 1 года.
Знание поисковых алгоритмов и факторов ранжирования.
Опыт работы с инструментами SEO, такими как Ahrefs, SEMrush, Screaming Frog, Google Search Console, Яндекс.Вебмастер.
Умение проводить SEO-аудиты и разрабатывать технические рекомендации.
Опыт составления семантического ядра и кластеризации ключевых слов.
Знание основ HTML и CSS будет преимуществом.
Навыки работы с системами аналитики (Google Analytics, Яндекс.Метрика).
Ответственность, внимание к деталям и умение работать в команде.

Обязанности: 
Поисковая оптимизация: Разработка и реализация стратегии SEO для повышения позиций сайта.
Анализ ключевых слов: Проведение анализа ключевых слов и составление семантического ядра.
Аудит сайта: Регулярный SEO-аудит сайта, выявление технических ошибок и рекомендации по их устранению.
Создание контента: Составление технического задания для контент-менеджеров с учетом SEO-требований, улучшение текстов для повышения релевантности.
Внешняя оптимизация: Создание и реализация стратегии по наращиванию ссылочной массы (линкбилдинг).
Аналитика и отчетность: Мониторинг позиций сайта, анализ трафика и конверсий с помощью инструментов аналитики (Google Analytics, Яндекс.Метрика).
Конкурентный анализ: Изучение сайтов-конкурентов и внедрение лучших практик.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Участие в интересных и сложных проектах.
Возможности для профессионального развития и обучения.
Дружелюбная команда и комфортные условия работы.

Зарплата: от 3 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-11-07 13:16:13+00:00
Python Backend Developer,Backend,1-3 years,from 3000000 to 10000000 UZS,Tashkent city,"Django, Flask, FastAPI, PostgreSQL, MySQL, MongoDB, Redis, REST, GraphQL, Git, Docker, Kubernetes",Intersoft Tech,True,False,"Название компании:Intersoft Tech - intersoft.uz
Название вакансии: Ищем middle бэкенд-разработчика с опытом работы Python.

Требования:
Очень важно знания русского языка.
Опыт работы с Python не менее 2 лет.
Знание одного или нескольких фреймворков: Django, Flask, FastAPI.
Опыт работы с реляционными базами данных (например, PostgreSQL, MySQL).
Опыт работы с NoSQL базами данных (например, MongoDB, Redis) будет преимуществом.
Опыт проектирования и разработки REST API или GraphQL API.
Знание принципов проектирования микросервисов.
Понимание CI/CD и автоматизированных процессов развертывания приложений.
Опыт работы с системами контроля версий (Git).
Опыт работы с контейнеризацией и оркестрацией (например, Docker, Kubernetes) будет преимуществом.

Обязанности: 
Разработка и поддержка бэкенд-части веб-приложений с использованием Python.
Проектирование и разработка RESTful API и/или GraphQL для взаимодействия с фронтендом.
Оптимизация и поддержка высоконагруженных сервисов.
Работа с базами данных (SQL и NoSQL).
Интеграция с внешними сервисами и API.
Написание чистого, тестируемого и поддерживаемого кода.
Участие в проектировании архитектуры приложения и принятие ключевых технических решений.

Условия: 
Полная занятость, гибкий график.
Конкурентоспособная заработная плата.
Участие в интересных и сложных проектах.
Возможности для профессионального развития и обучения.
Дружелюбная команда и комфортные условия работы.

Зарплата: 3 000 000 - 10 000 000
Локация: г.Ташкент, Проспект Амира Темура, 53
Контакты: @almosf",2024-10-23 08:58:55+00:00
Internship,Other,no experience,from 1400000 to 1400000 UZS,not specified,not specified,InfinBank,False,False,"Начни свою карьеру в сфере ИТ с нами!

Ты студент и мечтаешь о захватывающей карьере в сфере информационных технологий?  ИнфинБанк в Узбекистане приглашает тебя на стажерскую программу, которая станет первым шагом к твоему профессиональному успеху!

Почему стоит выбрать нас?

Современный ЦОД: Мы строим новый центр обработки данных, оснащенный передовым оборудованием от ведущих мировых производителей серверного и сетевого оборудования.
Опытная команда: Тебя ждет работа бок о бок с высококлассными инженерами, готовыми поделиться своими знаниями и опытом.
Реальные проекты: Участвуй в разработке и внедрении инновационных решений, которые влияют на финансовую отрасль страны.
Перспективы роста: Лучшим стажерам мы предлагаем постоянное трудоустройство и возможности карьерного развития внутри Банка.
Что мы ожидаем от тебя?

Стремление учиться и развиваться в сфере ИТ.
Базовые знания в области сетевого администрирования
Базовые знания системного администрирования Linux и Windows
Знание любого из языков программирования: Python, Java, Go будет дополнительным плюсом.
Умение работать в команде и желание достигать общих целей.

Как подать заявку?

Отправь свое резюме и краткое мотивационное письмо на наш электронный адрес: v.davidov@infinbank.com. Не упусти шанс стать частью команды, которая меняет будущее банковских технологий!

Стажировка оплачивается в размере от 1.4 млн 

Начни свой путь к успеху уже сегодня!",2024-10-04 09:36:03+00:00
1C Developer,Enterprise Software,no experience,from 4500000 to 6000000 UZS,not specified,not specified,DUALCOM,False,False,"ООО ""DUALCOM"" ищет в команду стажера-программиста 1С.

Рабочие задачи и обязанности:
• Установка, настройка, обновление программных продуктов 1С;
• Поиск и устранение ошибок пользователей;
• Разработка отчетов и внесение изменений в конфигурации на платформе 1С.

Присылайте свое резюме, если Вы соответствуете этим критериям:
• Законченное образование (высшее или средне специальное);
• Высокая обучаемость и способность к самообучению;
• Развитое логическое мышление и коммуникабельность;
• Дисциплина и ответственность;
• Желание работать в команде;
• Готовность работать с большим объёмом документации и информации

Вы кандидат мечты, если у Вас есть что-то из перечисленного:
• Опыт в разработке модулей в клиент-серверной архитектуре на платформе 1С 8.3 (Управляемые формы, запросы, СКД);
• Знания платформы 1С 7.7, MS SQL;
• Знание других языков программирования.

 Что мы предлагаем:
• Трудоустройство согласно ТК РУз с первого рабочего дня;
• Обучение и наставничество от опытных разработчиков;
• Офис в 5 минутах ходьбы от станции метро Хамид Олимжон;
• График работы 5/2 с 09:00 до 18:00;
• Уровень заработной платы: от 4,5 до 6 млн сум на руки.

Контакт: 
Tel:+998 90 958 88 48
TG: @Feruz_Mamatnazarov",2024-09-27 08:52:48+00:00
Server Engineer,Other,not specified,from 12000000 to 12000000 UZS,not specified,"Cisco Systems, HPE, IBM, Lenovo, EMC, Netapp, Huawei, Fujitsu, VMware, Microsoft Hyper-V, Active Directory, Exchange, Lync, Commvault, Veeam",Light Technology,False,False,"ООО ""Light Technology"" в поисках инженера по серверному оборудованию
ОБЯЗАННОСТИ:
· Оптимизация и развитие текущей архитектуры серверного оборудования и систем хранения данных;
· Участие в пуско-наладочных и инсталляционных работах;
· Техническая поддержка заказчиков по проработанным решениям;
· Обеспечение безопасности ИТ (обновление прошивок, FirmWare и т.п.);
· Проработка решений по организации Центров Обработки Данных, сетей и систем хранения данных;
· Выполнение задач по процессам ITSM в области серверного железа;
· Работа в ИТ-проектах компании, разработка и реализация решений обеспечения мощностями ИТ-систем;
· Изучение современных решений в области серверного оборудования, формирование предложений по их внедрению.

НАМ ВАЖНО (ТРЕБОВАНИЯ):
· Опыт работы с серверным оборудованием и СХД (Cisco Systems, HPE, IBM, Lenovo, EMC, Netapp, Huawei, Fujitsu);
· Опыт работы с системами виртуализации VMware и Microsoft Hyper-V;
· Опыт инсталляций, конфигурирования серверных операционных систем Microsoft, Linux;
· Опыт настройки серверного ПО (Exchange, Active Directory, Lync и т.д.);
· Опыт подготовки спецификаций серверного оборудования, сетей и систем хранения;
· Желание развиваться, проходить обучения и внедрять новые системы;
· Инициативность, умение работать на результат;
· Будет совсем хорошо если у Вас был опыт администрирования инфраструктуры VMware (vSphere, VSAN, NSX, vRealize) или резервного копирования Commvault, Veeam;
· Наличие сетевых знаний на уровне CCNA будет плюсом;
· Наличие сертификатов тоже, конечно, плюс, но можно и без сертификатов.

Зарплата от 12 000 000 и выше обсуждается на собеседовании отталкиваясь от опыта, наличия сертификатов и тд.

График работы: 5/2, с 9:00 до 18:00
Резюме присылать на @msagdiana",2024-10-15 10:16:09+00:00
Call Center Operator,Other,not specified,from 3500000 to 4000000 UZS,not specified,not specified,not specified,True,False,"Оператор колл центра (от 3.5M + бонусы)

Обязанности:
Работа с входящими обращениями клиентов в чатах и по телефону;
Помогать клиентам решать их проблемы;
Консультировать по продуктам и услугам компании;
Работа в тикетной системе, заполнение информации;
Подготовка отчетов о выполненной работе;
Помощь клиентам в обучении системы;
Информирование клиентов о новых услугах или акциях;
Проведение анкетирования или опросов.

Требования:
Отличное знание узбекского и русского языка, грамотная речь и хорошая дикция;
Большим плюсом будет знание технологий и ритейл индустрии;
Умение работать с CRM системами и тикетницами – большой плюс;
Будет отлично, если есть опыт работы оператором в call-центре или в поддержке клиентов, но это не обязательно, мы готовы взять новичков и всему научить.

Личные качества:
Высокая эмпатия, желание помогать людям;
Вежливость, умение вежливо и дружелюбно общаться по телефону и в чатах;
Дисциплинированность и самоорганизованность;
Многозадачность и умение не теряться в потоке работы;
Устойчивость к стрессу;
Стремление к развитию и самореализации.

Мы предлагаем:
Удобный гибкий график, преимущественно с 9 до 18 5/2 с плавающими выходными;
Культуру стартапа, в которой вы будете расти и развиваться;
Высокий фиксированный оклад от 3.500.000 до 4.000.000 сум + бонусы при выполнении плана и целей, благодаря которым вы сможете зарабатывать до 9.000.000 сум;
Работу в продвинутой команде с инновационным подходом к решению проблем
Если прочитав описание вакансии, вы подумали ""я хочу тут работать"" – жмите ""Откликнуться"" и напишите в сопроводительном письме, почему нам стоит рассмотреть вас)

Обещаем:
Что будем помогать развиваться и вкладываться в это;
Что вы получите хороший опыт, работая с нашей небольшой командой профессионалов;
Что ваш труд будет оцениваться и не будет оставаться в тени.

Отправляйте ваше резюме на  @hr_billz",2024-09-30 14:00:41+00:00
Support Operator,Other,1 year <=,from 3000000 to 3000000 UZS,Tashkent city,"Postman, Jira",Road 24,True,False,"Оператор технической поддержки в проект Road 24 🚗
Проект Road 24 – это современный сервис для удобного и безопасного передвижения! Мы предлагаем круглосуточную поддержку пользователей и стремимся к постоянному улучшению нашего сервиса. Если ты активный, общительный и хочешь развиваться в сфере IT – тогда мы ищем именно тебя! 🚀

Кого мы ищем: Мы ищем энергичного и ответственного оператора техподдержки, который будет помогать нашим пользователям решать их вопросы и создавать лучший клиентский опыт! Основная коммуникация будет происходить в Telegram, поэтому готовься к быстрому и динамичному общению. Наш офис находится в центре Ташкента, в шаговой доступности от метро. 🏢

🔎 Требования:
Опыт работы оператором от 6 месяцев до 1 года.
Знание русского и узбекского языков – обязательно.
Умение работать с Postman и Jira будет большим плюсом.
Коммуникабельность, обучаемость и умение работать в команде.
📋 Функциональные обязанности:
Помощь пользователям в решении их вопросов и проблем.
Своевременное, качественное и ответственное выполнение поставленных задач.
Коммуникация с пользователями в основном в Telegram, обеспечение высокого уровня поддержки и сервиса.
💼 Условия:
График: день через день, с 8:00 до 20:00.
Зарплата: от 3 000 000 сум с возможностью индексации раз в полгода.
Бонусы: премия в декабре по результатам работы, возможность карьерного роста до разработчика, выплаты 2 раза в месяц, компенсация обучения и участия в отраслевых мероприятиях.
Работа в центре Ташкента, в комфортном офисе с дружной командой! 🌆
Если ты готов развиваться и создавать лучший сервис вместе с нами, отправляй свое резюме! Мы будем рады видеть тебя в команде Road 24! 💌

Контакт: @iniyazova",2024-10-04 13:27:06+00:00
Support Operator,Other,1 year <=,from 3000000 to 3000000 UZS,Tashkent city,"Postman, Jira",KashApp,True,False,"Оператор технической поддержки в проект Road 24 🚗
Проект Road 24 – это современный сервис для удобного и безопасного передвижения! Мы предлагаем круглосуточную поддержку пользователей и стремимся к постоянному улучшению нашего сервиса. Если ты активный, общительный и хочешь развиваться в сфере IT – тогда мы ищем именно тебя! 🚀

Кого мы ищем: Мы ищем энергичного и ответственного оператора техподдержки, который будет помогать нашим пользователям решать их вопросы и создавать лучший клиентский опыт! Основная коммуникация будет происходить в Telegram, поэтому готовься к быстрому и динамичному общению. Наш офис находится в центре Ташкента, в шаговой доступности от метро. 🏢

🔎 Требования:
Опыт работы оператором от 6 месяцев до 1 года.
Знание русского и узбекского языков – обязательно.
Умение работать с Postman и Jira будет большим плюсом.
Коммуникабельность, обучаемость и умение работать в команде.
📋 Функциональные обязанности:
Помощь пользователям в решении их вопросов и проблем.
Своевременное, качественное и ответственное выполнение поставленных задач.
Коммуникация с пользователями в основном в Telegram, обеспечение высокого уровня поддержки и сервиса.
💼 Условия:
График: день через день, с 8:00 до 20:00.
Зарплата: от 3 000 000 сум с возможностью индексации раз в полгода.
Бонусы: премия в декабре по результатам работы, возможность карьерного роста до разработчика, выплаты 2 раза в месяц, компенсация обучения и участия в отраслевых мероприятиях.
Работа в центре Ташкента, в комфортном офисе с дружной командой! 🌆
Если ты готов развиваться и создавать лучший сервис вместе с нами, отправляй свое резюме! Мы будем рады видеть тебя в компании KashApp💌

Контакт: @iniyazova",2024-10-03 13:02:29+00:00
